CustomerID,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_items_returned,total_refunded,total_spent
12348,-0.00546167026741072,0.7863710724928543,1.1097342697032049,0.760084192013329,-0.5757536652722081,-0.02299917036528444,1.572304281289302,0.20919433781030697,0.30805971543394095,-0.01254442095721325
12352,-0.45273064446531114,-0.2151462704256021,-0.5657434626462261,-0.6366675277626919,-0.0629366354750996,-1.1467166459025782,-0.5425687302150272,-0.7570419438029078,-0.8349141827186283,-0.43113117471644036
12356,0.5999482595127079,3.1022091243100056,4.875435314744297,4.0608582175132675,-0.8321621801707623,0.6408184889289471,0.7332174964889117,0.20919433781030697,0.30805971543394095,0.5897531424374087
12360,0.10136876455187233,1.4031924175329487,2.765995121774848,3.37371354835445,-0.8321621801707623,0.8490750094918432,-0.07744916590188237,0.20919433781030697,0.30805971543394095,0.09373680672501428
12362,0.17660671096222624,0.105838906274387,0.16931992425944714,-0.6366675277626919,0.19347187942345465,0.06811305738098263,0.20432595018350264,0.05582349945900302,0.0914902408400859,0.17358695383396008
12377,-0.5181878121132777,-0.2592240990776927,0.1447129434159368,0.9578698365430164,-0.8321621801707623,-0.42649617895589576,-0.48434213796122066,0.20919433781030697,0.30805971543394095,-0.5226346767193716
12383,-0.5029392298111235,-0.6032290014297623,-0.792633688235659,-0.6366675277626919,0.19347187942345465,-0.3679240325475812,-0.28470810737674124,0.1631830863049158,0.201199777311973,-0.5049978777039026
12395,0.2846470708695107,-0.29092861561672007,-0.3274427093224627,-0.6366675277626919,1.2191059390176715,-0.49343577485111234,0.9221073344551292,0.14784600246978538,0.13898354667207166,0.2799756160203839
12399,-0.6315703549227765,-0.7208089985150076,-0.8169034381303851,-0.3009570266937185,-0.31934515037365385,-0.20956230336954534,-0.40428057361223674,0.20919433781030697,0.30805971543394095,-0.635434328503164
12407,0.05346983584035093,0.5877861194804221,0.6322649761349378,0.7385553121220446,-0.31934515037365385,-0.33104527369790193,0.506203104070797,0.20919433781030697,0.30805971543394095,0.046084122761538525
12408,0.0030122130902685723,0.5677758918287404,-0.07295797857642368,-0.6366675277626919,0.19347187942345465,-0.3483999837448097,-0.09443192197590927,0.07116058329413341,0.013791192498957204,0.0026783905251836744
12410,-0.7445341622737686,-0.7087123254939033,-0.9672789141541657,-0.6366675277626919,-0.5757536652722081,-1.4417467167000146,-0.7390834790716241,0.17852017014004617,0.19170111614557586,-0.745131534910665
12413,-0.5351620252786471,0.015344391192736498,-0.37815354128537415,-0.6366675277626919,-0.5757536652722081,1.1614597903361874,-0.6247098157159328,0.19385725397517656,0.2135480368282893,-0.5373400485489029
12414,-0.7618720141267887,-0.9287912976512501,-1.023796956298713,-0.3048077206580132,-0.5757536652722081,-0.24427172346336162,-0.7078906617927991,0.20919433781030697,0.30805971543394095,-0.7650661167914014
12421,-0.5239972156323522,-0.5812739171315832,-0.35284723358954756,0.22370002594144753,-0.5757536652722081,1.2005078879417306,-0.3526391316728488,0.20919433781030697,0.30805971543394095,-0.5284142145369716
12423,-0.048816217318715195,-0.37257906275847735,-0.15568057490710668,0.49707012548240576,0.19347187942345465,-0.6139270474625023,0.16169576656910858,0.20919433781030697,0.30805971543394095,-0.0556760855808213
12428,3.1972981925060213,5.253715172500887,2.141186673969592,-0.6366675277626919,1.2191059390176715,-0.73888095980024,2.775653854534636,-0.28159234491386564,-0.06485772195881132,3.18235821262953
12437,0.5112094003717583,-0.05370640276071849,-0.12883947787939595,-0.6366675277626919,1.2191059390176715,-0.9568995047645219,0.6507298241293524,0.132508918634655,-0.21199198342630307,0.5134746444577774
12444,0.6074744784116619,3.1655846253769164,4.9072779974197775,3.939940592649614,-0.8321621801707623,-0.16617552825227555,-0.17865252862873654,0.20919433781030697,0.30805971543394095,0.5972406696176467
12449,0.1379309816920279,1.0170293941669255,2.920686221507257,5.20148044481574,-0.8321621801707623,0.04208099231062061,-0.15300510108836937,0.20919433781030697,0.30805971543394095,0.13011106028874225
12450,-0.8157632676366275,-1.0133925617739008,-1.1142991753464986,-0.3566170576321614,-0.8321621801707623,-0.9992016105038602,-0.7664638409052593,0.20919433781030697,0.30805971543394095,-0.8186803194673411
12456,0.43312846058522586,1.6235228797738928,2.3636988026515886,-0.6366675277626919,-0.5757536652722081,1.7601972869545137,0.3713808160545427,-0.05153608738690973,0.05017106476625831,0.42974369995233946
12463,-0.2607448444815631,-0.2598612072894762,-0.029922958144538395,-0.6366675277626919,-0.31934515037365385,-0.5957046019132489,-0.21400438821140477,0.14784600246978538,0.25676694513539633,-0.26533123170926043
12464,-0.3642298033744594,-0.5211258721375268,-0.6005083991285838,-0.3688692657003721,0.19347187942345465,-0.3952577008714613,-0.7224473098562508,0.20919433781030697,0.30805971543394095,-0.3694681543893586
12468,-0.7156722698284715,-0.7023244773704926,-0.8900670134197372,-0.6366675277626919,-0.5757536652722081,1.890357612306324,-0.6853625159803145,0.17852017014004617,0.2558170790187566,-0.7178979843672614
12472,2.0060575214372305,2.5411012157898423,1.457217868161789,-0.6366675277626919,0.9626974241191173,0.048589008578211114,2.3271704594368647,-1.5238961355594276,-2.531755013483816,2.0541840989785443
12473,-0.17233876983658403,0.5496015417873308,0.6641915780326929,-0.6366675277626919,-0.5757536652722081,0.562722293717861,0.15996283227584054,-0.879738614483951,-0.0762561153584878,-0.16969259756520866
